"page","clicks","impressions","ctr","position"
"https://dave-blake.com/blog/top-modelling-agencies-brisbane-how-to-get-signed",167,13142,0.012707350479379089,14.714655303606756
"https://dave-blake.com/",148,2716,0.054491899852724596,9.7809278350515463
"https://dave-blake.com/photographer/brisbane-fashion-photographer",23,1733,0.013271783035199077,39.35718407386036
"https://dave-blake.com/model-tests",20,1638,0.01221001221001221,24.803418803418804
"https://dave-blake.com/story/tag/Lacey+Nelson",16,386,0.04145077720207254,5.6165803108808294
"https://dave-blake.com/model-test-shoots/brisbane",15,851,0.017626321974148061,11.111633372502938
"https://dave-blake.com/services/model-portfolios/brisbane",15,439,0.034168564920273349,15.972665148063781
"https://dave-blake.com/gosee/img/ellag",12,78,0.15384615384615385,5.0769230769230766
"https://dave-blake.com/photographer/swimwear-photography-sydney",11,138,0.079710144927536225,7.8985507246376816
"https://dave-blake.com/gosees",10,437,0.022883295194508008,8.9977116704805482
"https://dave-blake.com/packages/model-portfolio-photographer",9,1148,0.0078397212543554,18.994773519163765
"https://dave-blake.com/services/model-portfolios/byron-bay",9,393,0.022900763358778626,13.844783715012722
"https://dave-blake.com/byron-bay-photography-equipment-rental",8,268,0.029850746268656716,18.593283582089551
"https://dave-blake.com/story/tag/Mollye+Rogel",7,260,0.026923076923076925,5.953846153846154
"https://dave-blake.com/photography-workshops/course-building-your-fashion-beauty-portfolio-with-agency-models-online-byron-bay",5,212,0.02358490566037736,10.915094339622641
"https://dave-blake.com/portfolio/fashion",5,343,0.014577259475218658,9.31195335276968
"https://dave-blake.com/story/tag/Steph+Rayner",5,107,0.046728971962616821,17.710280373831775
"https://dave-blake.com/blog",4,178,0.02247191011235955,6.51123595505618
"https://dave-blake.com/gift-card/model-portfolio-gift-card-brisbane-byron-bay",4,126,0.031746031746031744,8.0714285714285712
"https://dave-blake.com/story/2017/11/8/annie-ericson-pools-of-blue",4,33,0.12121212121212122,8.06060606060606
"https://dave-blake.com/story/tag/Chiara+Dorward",4,50,0.08,8.379999999999999
"https://dave-blake.com/photographer",3,275,0.01090909090909091,15.698181818181817
"https://dave-blake.com/photography/fashion-week",3,75,0.04,7.28
"https://dave-blake.com/story/2017/8/16/della-notte",3,6,0.5,3.6666666666666665
"https://dave-blake.com/story/2019/alys-hale-model-writer",3,204,0.014705882352941176,6.6568627450980395
"https://dave-blake.com/story/abbey-maher-viviens-balistarz-lifes-a-beach",3,73,0.0410958904109589,5.6575342465753424
"https://dave-blake.com/story/anouk-daddo-img-models-beauty",3,62,0.048387096774193547,4.806451612903226
"https://dave-blake.com/story/tag/Isabelle+van+der+Tuin",3,38,0.078947368421052627,6.5789473684210522
"https://dave-blake.com/story/tag/Lilli+Tronc-Robinson",3,69,0.043478260869565216,3.3913043478260869
"https://dave-blake.com/fashion-week-1/tag/Annabella+Barber",2,36,0.055555555555555552,14.722222222222221
"https://dave-blake.com/photographer/swimwear-photography-brisbane",2,26,0.076923076923076927,6.3461538461538458
"https://dave-blake.com/photography/commercial",2,79,0.025316455696202531,5.2784810126582276
"https://dave-blake.com/services",2,160,0.0125,9.3375
"https://dave-blake.com/story",2,123,0.016260162601626018,10.772357723577235
"https://dave-blake.com/story/2016/12/3/my-chat-with-millicent-lambert",2,210,0.0095238095238095247,6.1238095238095234
"https://dave-blake.com/story/2017/3/10/isabelle",2,13,0.15384615384615385,7
"https://dave-blake.com/story/2017/5/10/clean-living-co",2,80,0.025,12.8625
"https://dave-blake.com/story/2017/5/29/fashion-week-virgin-mbfwa-2017",2,18,0.1111111111111111,8.9444444444444446
"https://dave-blake.com/story/2017/9/22/lacey-nelson",2,148,0.013513513513513514,3.9054054054054053
"https://dave-blake.com/story/2017/9/24/ana-kondratjeva",2,18,0.1111111111111111,3.8333333333333335
"https://dave-blake.com/story/2017/9/27/nikki-crerar-mkaz4",2,41,0.04878048780487805,5.4146341463414638
"https://dave-blake.com/story/2018/3/22/zemira-whitehead",2,16,0.125,4.1875
"https://dave-blake.com/story/2018/6/5/karla-bodycote",2,18,0.1111111111111111,7.833333333333333
"https://dave-blake.com/story/audrey-bradford-imd-inc-mavrick-agency-chasing-waterfalls",2,54,0.037037037037037035,8.4074074074074083
"https://dave-blake.com/story/category/Personal+Work",2,45,0.044444444444444446,12.511111111111111
"https://dave-blake.com/story/category/Swimwear",2,15,0.13333333333333333,11.733333333333333
"https://dave-blake.com/story/michelle-bagarra-model-beach-video-062020",2,68,0.029411764705882353,7.6764705882352944
"https://dave-blake.com/story/tag/Beth+Hurrell",2,36,0.055555555555555552,12.888888888888889
"https://dave-blake.com/story/tag/Jayde+Stella",2,129,0.015503875968992248,14.643410852713178
"https://dave-blake.com/blog/how-to-start-modelling-in-brisbane-or-byron-bay-even-with-no-experience",1,57,0.017543859649122806,7.192982456140351
"https://dave-blake.com/blog/tag/art+nude+photography",1,3,0.33333333333333331,9
"https://dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/per-hour",1,40,0.025,50.325
"https://dave-blake.com/fashion-week-1/tag/Jordan+Barrett",1,814,0.0012285012285012285,12.542997542997544
"https://dave-blake.com/gift-cards/model-portfolio-gift-card-brisbane-byron-bay",1,15,0.066666666666666666,7.666666666666667
"https://dave-blake.com/headshots",1,166,0.006024096385542169,7.3493975903614457
"https://dave-blake.com/photographer-in/byron-bay-for-model-portfolio-may-2020",1,186,0.0053763440860215058,38.48924731182796
"https://dave-blake.com/photographer-in/miami-beach-for-swim-show-swim-week-2019",1,37,0.027027027027027029,11.297297297297296
"https://dave-blake.com/photographer/2016/9/12/byron-bay-swimwear-photography",1,31,0.032258064516129031,27.741935483870968
"https://dave-blake.com/photographer/2017/10/5/sydney-model-portfolios",1,43,0.023255813953488372,12.651162790697674
"https://dave-blake.com/photographer/health-fitness-lifestyle-brisbane-gold-coast-byron-bay",1,75,0.013333333333333334,19.906666666666666
"https://dave-blake.com/photographer/tag/Gold+Coast+Swimwear+Photographer",1,25,0.04,14.56
"https://dave-blake.com/photographer/tag/Swimwear+photography+Byron+Bay",1,4,0.25,2.5
"https://dave-blake.com/photography-workshops",1,27,0.037037037037037035,8.2222222222222214
"https://dave-blake.com/photography/model-portfolios",1,699,0.0014306151645207439,48.307582260371959
"https://dave-blake.com/portfolio/beauty",1,168,0.0059523809523809521,8.1726190476190474
"https://dave-blake.com/portfolio/swimwear",1,96,0.010416666666666666,6.385416666666667
"https://dave-blake.com/story/2017/2/15/ruby-yaya-campaign-17",1,3,0.33333333333333331,26
"https://dave-blake.com/story/2017/2/27/m1aw86n0ot90ifd63dy202bqr8j3up",1,5,0.2,9.2
"https://dave-blake.com/story/2017/3/17/miilk-swimwear",1,6,0.16666666666666666,5.5
"https://dave-blake.com/story/2017/9/5/beth-hurrell",1,8,0.125,7.125
"https://dave-blake.com/story/2018/3/22/kate",1,10,0.1,8.7
"https://dave-blake.com/story/2018/6/5/ehlana-raw",1,47,0.021276595744680851,19.787234042553191
"https://dave-blake.com/story/2020/podcast-interview-with-chaye-hartwell",1,111,0.0090090090090090089,8.90990990990991
"https://dave-blake.com/story/aje-mothers-day-edit-2022",1,20,0.05,8.25
"https://dave-blake.com/story/category/Portrait",1,5,0.2,10.4
"https://dave-blake.com/story/kirsten-clemens-model-video-showreel",1,60,0.016666666666666666,6.7333333333333334
"https://dave-blake.com/story/marvell-lane-swim-laura-wells-c18",1,35,0.028571428571428571,15.4
"https://dave-blake.com/story/personal/barbara-di-creddo-img-new-york",1,85,0.011764705882352941,11.505882352941176
"https://dave-blake.com/story/tag/Barunga+Festival",1,5,0.2,9
"https://dave-blake.com/story/tag/Julia+Durham",1,130,0.0076923076923076927,3.4076923076923076
"https://dave-blake.com/story/tag/Personal+Work",1,21,0.047619047619047616,11.666666666666666
"https://dave-blake.com/workshops/2021/07/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay",1,89,0.011235955056179775,17.235955056179776
"https://dave-blake.com/workshops/2021/10/professional-photography-course-building-your-fashion-beauty-portfolio-with-agency-models-3-months-8-students-online-or-byron-bay",1,178,0.0056179775280898875,8.5
"https://dave-blake.com/blog/how-to-get-signed",0,1,0,1
"https://dave-blake.com/blog/private-portrait-sessions-in-brisbane-byron-bay-sydney",0,1,0,4
"https://dave-blake.com/blog/tag/Byron+Bay",0,1,0,8
"https://dave-blake.com/blog/tag/brisbane+model+agencies",0,1,0,13
"https://dave-blake.com/blog/tag/model+folio+tips",0,2,0,9.5
"https://dave-blake.com/blog/what-is-an-editorial-photographer",0,308,0,10.63961038961039
"https://dave-blake.com/buy/gift-card/photographer-mentoring-training-workshops/8-hour-mentor-package",0,89,0,74.640449438202253
"https://dave-blake.com/contact",0,94,0,14.73404255319149
"https://dave-blake.com/faces-of-fashion-week/aafw/2022",0,3,0,24.333333333333332
"https://dave-blake.com/faces-of-fashion-week/nyfw/2019",0,19,0,11.631578947368421
"https://dave-blake.com/fashion-week-1/2018/5/26/camilla-marc-resort-2019-backstage-ft-georgia-fowler-charlee-fraser",0,6,0,3.8333333333333335
"https://dave-blake.com/fashion-week-1/tag/Charlee+Fraser",0,5,0,26.6
"https://dave-blake.com/fashion-week-1/tag/Lucy+Markovic",0,34,0,12.264705882352942
"https://dave-blake.com/fashion-week-1/tag/Roberta+Pecoraro",0,30,0,16.9
"https://dave-blake.com/gift-card",0,3,0,7
"https://dave-blake.com/gift-cards/headshot-gift-card-brisbane-byron-bay",0,30,0,12.766666666666667
"https://dave-blake.com/hello/jewels-ii",0,3,0,9.6666666666666661
"https://dave-blake.com/industry",0,3,0,8
"https://dave-blake.com/lostandfound/scouted",0,12,0,6.666666666666667
"https://dave-blake.com/model-contact-form",0,35,0,12.114285714285714
"https://dave-blake.com/model-portfolios-1",0,46,0,15.760869565217391
"https://dave-blake.com/now-in/sydney",0,11,0,8.4545454545454533
"https://dave-blake.com/photographer-in",0,4,0,2.25
"https://dave-blake.com/photographer-in/byron-bay-for-model-portfolio-april-2020",0,2,0,5.5
"https://dave-blake.com/photographer/2016/10/13/gold-coast-fashion-photographer",0,69,0,16.318840579710145
"https://dave-blake.com/photographer/2016/9/12/gold-coast-swimwear-photography",0,14,0,12
"https://dave-blake.com/photographer/2016/9/12/swimwear-photography-gold-coast",0,17,0,14.941176470588236
"https://dave-blake.com/photographer/2017/10/5/model-portfolios-sydney",0,9,0,4.6666666666666661
"https://dave-blake.com/photographer/category/Fitness+Lifestyle",0,4,0,29.5
"https://dave-blake.com/photographer/swimwear-in-sydney",0,12,0,11.833333333333334
"https://dave-blake.com/photographer/sydney-swimwear-photography",0,23,0,9.3478260869565215
"https://dave-blake.com/photographer/tag/Editorial+Photography",0,1,0,7
"https://dave-blake.com/photographer/tag/Fitness+Lifestyle+Photography+Brisbane",0,14,0,19
"https://dave-blake.com/photographer/tag/Gold+Coast+Swimwear+photography",0,32,0,20.4375
"https://dave-blake.com/photographer/tag/Swimwear+photography+Brisbane",0,2,0,11.5
"https://dave-blake.com/photographer/tag/model+portfolio",0,1,0,16
"https://dave-blake.com/portfolio/motion",0,72,0,6.2361111111111107
"https://dave-blake.com/private-portraits",0,111,0,6.6846846846846848
"https://dave-blake.com/services/fashion",0,71,0,11.43661971830986
"https://dave-blake.com/services/swimwear",0,2,0,6
"https://dave-blake.com/stories",0,21,0,6.5238095238095237
"https://dave-blake.com/story/-kirsten-clemens-7up-fun",0,139,0,2.4028776978417268
"https://dave-blake.com/story/2016/10/31/interview-with-millicent-lambert",0,20,0,8.35
"https://dave-blake.com/story/2016/12/13/my-chat-with-model-ellina-fattakhova",0,27,0,6.1111111111111107
"https://dave-blake.com/story/2016/12/7/bts-video-for-onebyone-campaign",0,3,0,13.666666666666666
"https://dave-blake.com/story/2016/6/20/-kirsten-clemens-left-hand-free-video",0,7,0,8.8571428571428577
"https://dave-blake.com/story/2016/6/20/sapphire-degoede-model-dale-dorning",0,8,0,6
"https://dave-blake.com/story/2016/9/10/something-borrowed-something-blue",0,1,0,6
"https://dave-blake.com/story/2017/12/19/swimwear-galore-17-iwillembracesummer-campaign",0,6,0,6.5
"https://dave-blake.com/story/2017/2/21/susie-collins",0,282,0,1.5602836879432624
"https://dave-blake.com/story/2017/2/28/gymshark-womens-robin-gallant",0,23,0,16.304347826086957
"https://dave-blake.com/story/2017/7/19/adidas-ultraboost-x-campaign",0,5,0,6.4
"https://dave-blake.com/story/2017/9/13/mollye-rogel",0,15,0,7.2666666666666666
"https://dave-blake.com/story/2018/2/2/ruby-yaya-18",0,12,0,4.5
"https://dave-blake.com/story/2018/4/9/girl-friday",0,5,0,5
"https://dave-blake.com/story/2018/5/31/lee-mathews-resort-2019-backstage-beauty-isabel-lucas",0,6,0,18.333333333333332
"https://dave-blake.com/story/2018/5/8/a-waking-angel-kate",0,2,0,7.5
"https://dave-blake.com/story/2018/6/10/zi-life-swimwear-campaign-byron-bay-jodi-lee",0,20,0,7.55
"https://dave-blake.com/story/2018/6/14/bimby-and-roy-aw18-campaign",0,4,0,4
"https://dave-blake.com/story/2018/6/22/thomas-puttick-resort-19",0,4,0,4
"https://dave-blake.com/story/2018/8/30/summer-is-calling-elle-mcnamara",0,21,0,18.047619047619047
"https://dave-blake.com/story/2018/8/8/kane-anderson",0,761,0,4.3469119579500664
"https://dave-blake.com/story/2018/charlotte-coqueline-img-sydney",0,16,0,22.5625
"https://dave-blake.com/story/2018/nikon-water-housing-portrait-taya-brooks",0,13,0,19.76923076923077
"https://dave-blake.com/story/2018/ruby-yaya-fashion-villa-rustica",0,3,0,8.6666666666666679
"https://dave-blake.com/story/?category=Portrait",0,11,0,8.1818181818181817
"https://dave-blake.com/story/?category=Swimwear",0,14,0,18.571428571428573
"https://dave-blake.com/story/aafw22-x-grittypretty-x-redken",0,1,0,7
"https://dave-blake.com/story/abigail-oneill-beauty",0,97,0,2.0515463917525771
"https://dave-blake.com/story/andy-kovszun-stitchandhide21",0,17,0,4.1764705882352935
"https://dave-blake.com/story/caroline-low-img-models-beauty",0,36,0,9.4722222222222214
"https://dave-blake.com/story/caroline-lowe-img-models-beauty-gold-eyeshadow",0,9,0,11
"https://dave-blake.com/story/category/%40daveblakephoto",0,1,0,18
"https://dave-blake.com/story/category/Beauty",0,26,0,8.4615384615384617
"https://dave-blake.com/story/category/Campaign",0,24,0,12.875
"https://dave-blake.com/story/category/Commercial",0,8,0,7.875
"https://dave-blake.com/story/category/Lifestyle",0,5,0,11.4
"https://dave-blake.com/story/charlotte-she-does-as-she-pleases",0,4,0,11.5
"https://dave-blake.com/story/commissioned/sand-and-sky",0,4,0,7.25
"https://dave-blake.com/story/commissions/tagheuer-advertorial-dont-crack-under-pressure-in-augustman-magazine",0,2,0,1.5
"https://dave-blake.com/story/enzo-and-toto-aw19-abigail-oneill-deux-belettes",0,5,0,4.2
"https://dave-blake.com/story/facesoffashionweek/nyfw-19",0,54,0,11.166666666666666
"https://dave-blake.com/story/fishermans-friend-beauty-editorial",0,28,0,5.2857142857142856
"https://dave-blake.com/story/isadora-vieira-beauty",0,24,0,14.291666666666666
"https://dave-blake.com/story/jordie-shennan-model-video",0,16,0,5.625
"https://dave-blake.com/story/personal/35mm-kodak-ektachrome-e100-cross-processed-nikon-f100-70-200-28-f4",0,17,0,25.647058823529413
"https://dave-blake.com/story/personal/michelle-bagarra-quantum-jumping",0,23,0,8.5217391304347814
"https://dave-blake.com/story/personal/run-rabbit-run-beauty-loli-watson",0,1,0,11
"https://dave-blake.com/story/postcards-from-paradise",0,6,0,7
"https://dave-blake.com/story/tag/Campaign",0,7,0,9.1428571428571423
"https://dave-blake.com/story/tag/Commercial",0,1,0,20
"https://dave-blake.com/story/tag/Egith+van+Dinther",0,8,0,6.125
"https://dave-blake.com/story/tag/Fashion+Week",0,1,0,4
"https://dave-blake.com/story/tag/Georgia+Jones",0,15,0,13
"https://dave-blake.com/story/tag/Julia+Newbery",0,63,0,3.6349206349206349
"https://dave-blake.com/story/tag/Mel+Oldenberg",0,15,0,5.2
"https://dave-blake.com/story/tag/Miami+Swim",0,1,0,1
"https://dave-blake.com/story/tag/Model",0,1,0,21
"https://dave-blake.com/story/tag/New+York",0,1,0,2
"https://dave-blake.com/story/tag/Steph+Claire+Smith",0,5,0,18
"https://dave-blake.com/story/tag/Wilhelmina+NY",0,3,0,9
"https://dave-blake.com/story/tag/monika+clarke",0,59,0,22.898305084745761
"https://dave-blake.com/story/tag/silka+kurzak",0,1,0,8
"https://dave-blake.com/story/tag/viviens+models",0,57,0,15.56140350877193
